Family;Species;Realm affinity;CTmax;SD CTmax
Cottidae;Cottus asper;Freshwater;29,80;1,96
Cottidae;Cottus asperrimus;Freshwater;31,84;1,50
Cottidae;Cottus baileyi;Freshwater;34,44;0,52
Cottidae;Cottus bairdii;Freshwater;31,09;0,15
Cottidae;Cottus beldingii;Freshwater;30,60;1,29
Cottidae;Cottus caeruleomentum;Freshwater;34,53;0,63
Cottidae;Cottus carolinae;Freshwater;34,15;0,16
Cottidae;Cottus cognatus;Freshwater;25,83;0,16
Cottidae;Cottus confusus;Freshwater;28,51;0,88
Cottidae;Cottus extensus;Freshwater;30,06;1,25
Cottidae;Cottus girardi;Freshwater;32,39;0,75
Cottidae;Cottus gobio;Freshwater;30,32;0,16
Cottidae;Cottus greenei;Freshwater;31,88;1,39
Cottidae;Cottus gulosus;Freshwater;32,68;1,93
Cottidae;Cottus hubbsi;Freshwater;30,45;1,25
Cottidae;Cottus hypselurus;Freshwater;33,38;0,15
Cottidae;Cottus klamathensis;Freshwater;31,40;1,50
Cottidae;Cottus leiopomus;Freshwater;30,00;1,29
Cottidae;Cottus marginatus;Freshwater;31,87;1,96
Cottidae;Cottus paulus;Freshwater;32,88;0,14
Cottidae;Cottus perplexus;Freshwater;31,14;1,49
Cottidae;Cottus pitensis;Freshwater;31,68;1,50
Cottidae;Cottus poecilopus;Freshwater;28,84;1,40
Cottidae;Cottus princeps;Freshwater;31,31;1,53
Cottidae;Cottus rhotheus;Freshwater;28,22;0,73
Cottidae;Cottus ricei;Freshwater;29,59;0,57
Cottidae;Leptocottus armatus;Freshwater;29,16;1,60
Cottidae;Myoxocephalus quadricornis;Freshwater;28,19;1,70
Cottidae;Myoxocephalus thompsonii;Freshwater;29,62;1,70
Cottidae;Oligocottus maculosus;Marine;30,72;0,17
Cyprinidae;Aaptosyax grypus;Freshwater;40,99;1,41
Cyprinidae;Abramis brama;Freshwater;30,32;0,15
Cyprinidae;Acanthobrama lissneri;Freshwater;35,75;1,50
Cyprinidae;Acanthobrama marmid;Freshwater;35,86;1,53
Cyprinidae;Acanthobrama microlepis;Freshwater;33,52;1,53
Cyprinidae;Acanthobrama terraesanctae;Freshwater;36,46;1,24
Cyprinidae;Acheilognathus barbatulus;Freshwater;36,49;1,75
Cyprinidae;Acheilognathus macropterus;Freshwater;35,19;1,75
Cyprinidae;Acheilognathus tonkinensis;Freshwater;36,25;1,71
Cyprinidae;Achondrostoma arcasii;Freshwater;35,53;2,23
Cyprinidae;Achondrostoma occidentale;Freshwater;36,16;2,12
Cyprinidae;Achondrostoma oligolepis;Freshwater;35,83;2,23
Cyprinidae;Acrocheilus alutaceus;Freshwater;32,24;1,07
Cyprinidae;Agosia chrysogaster;Freshwater;37,31;0,15
Cyprinidae;Akrokolioplax bicornis;Freshwater;35,56;2,71
Cyprinidae;Alburnus albidus;Freshwater;37,00;1,10
Cyprinidae;Alburnus alburnus;Freshwater;34,46;0,15
Cyprinidae;Alburnus arborella;Freshwater;35,64;1,10
Cyprinidae;Alburnus baliki;Freshwater;38,09;1,42
Cyprinidae;Alburnus chalcoides;Freshwater;39,42;0,16
Cyprinidae;Alburnus escherichii;Freshwater;36,90;0,90
Cyprinidae;Alburnus filippii;Freshwater;38,77;0,58
Cyprinidae;Alburnus neretvae;Freshwater;35,30;1,09
Cyprinidae;Alburnus orontis;Freshwater;39,19;1,42
Cyprinidae;Alburnus scoranza;Freshwater;35,34;1,08
Cyprinidae;Alburnus tarichi;Freshwater;35,72;1,25
Cyprinidae;Amblypharyngodon chulabhornae;Freshwater;39,75;2,33
Cyprinidae;Amblypharyngodon melettinus;Freshwater;39,51;2,33
Cyprinidae;Amblypharyngodon mola;Freshwater;38,64;2,26
Cyprinidae;Anaecypris hispanica;Freshwater;38,72;1,11
Cyprinidae;Ancherythroculter daovantieni;Freshwater;37,40;1,51
Cyprinidae;Anematichthys armatus;Freshwater;40,27;2,22
Cyprinidae;Anematichthys repasson;Freshwater;40,30;2,22
Cyprinidae;Aulopyge huegelii;Freshwater;36,03;1,52
Cyprinidae;Ballerus ballerus;Freshwater;36,04;0,15
Cyprinidae;Ballerus sapa;Freshwater;35,48;0,85
Cyprinidae;Bangana ariza;Freshwater;38,75;1,35
Cyprinidae;Bangana behri;Freshwater;39,88;1,78
Cyprinidae;Bangana lemassoni;Freshwater;39,11;2,11
Cyprinidae;Bangana lippus;Freshwater;38,38;2,61
Cyprinidae;Bangana tonkinensis;Freshwater;38,88;2,61
Cyprinidae;Barbonymus gonionotus;Freshwater;40,49;2,60
Cyprinidae;Barbonymus schwanenfeldii;Freshwater;40,20;1,87
Cyprinidae;Barbus ablabes;Freshwater;39,60;2,80
Cyprinidae;Barbus albanicus;Freshwater;36,79;1,76
Cyprinidae;Barbus andrewi;Freshwater;35,99;2,80
Cyprinidae;Barbus anoplus;Freshwater;36,88;2,80
Cyprinidae;Barbus balcanicus;Freshwater;34,24;1,55
Cyprinidae;Barbus barbus;Freshwater;33,10;0,16
Cyprinidae;Barbus bigornei;Freshwater;39,95;3,04
Cyprinidae;Barbus bynni;Freshwater;38,55;2,71
Cyprinidae;Barbus cadenati;Freshwater;39,95;2,83
Cyprinidae;Barbus calidus;Freshwater;36,87;2,80
Cyprinidae;Barbus callensis;Freshwater;37,70;2,09
Cyprinidae;Barbus callipterus;Freshwater;40,31;2,83
Cyprinidae;Barbus caninus;Freshwater;32,70;1,55
Cyprinidae;Barbus ciscaucasicus;Freshwater;33,15;1,17
Cyprinidae;Barbus cyclolepis;Freshwater;35,70;1,55
Cyprinidae;Barbus erubescens;Freshwater;36,84;2,80
Cyprinidae;Barbus ethiopicus;Freshwater;35,62;2,32
Cyprinidae;Barbus euboicus;Freshwater;36,72;1,56
Cyprinidae;Barbus fasciolatus;Freshwater;38,39;2,83
Cyprinidae;Barbus fritschii;Freshwater;38,03;2,03
Cyprinidae;Barbus gruveli;Freshwater;40,00;2,03
Cyprinidae;Barbus grypus;Freshwater;39,67;1,54
Cyprinidae;Barbus guineensis;Freshwater;40,27;2,73
Cyprinidae;Barbus gurneyi;Freshwater;36,69;2,83
Cyprinidae;Barbus haasi;Freshwater;34,98;1,55
Cyprinidae;Barbus harterti;Freshwater;37,94;2,03
Cyprinidae;Barbus kerstenii;Freshwater;38,25;2,48
Cyprinidae;Barbus lacerta;Freshwater;37,21;1,17
Cyprinidae;Barbus leonensis;Freshwater;40,12;2,80
Cyprinidae;Barbus longiceps;Freshwater;37,47;2,11
Cyprinidae;Barbus macrops;Freshwater;40,49;3,04
Cyprinidae;Barbus mattozi;Freshwater;37,49;2,60
Cyprinidae;Barbus meridionalis;Freshwater;33,99;1,55
Cyprinidae;Barbus motebensis;Freshwater;37,34;2,80
Cyprinidae;Barbus nasus;Freshwater;37,30;2,09
Cyprinidae;Barbus nyanzae;Freshwater;36,65;2,80
Cyprinidae;Barbus oxyrhynchus;Freshwater;39,39;2,27
Cyprinidae;Barbus paludinosus;Freshwater;38,63;2,73
Cyprinidae;Barbus peloponnesius;Freshwater;36,13;1,56
Cyprinidae;Barbus petitjeani;Freshwater;38,83;2,71
Cyprinidae;Barbus plebejus;Freshwater;32,50;1,17
Cyprinidae;Barbus pleurogramma;Freshwater;38,64;2,60
Cyprinidae;Barbus prespensis;Freshwater;36,04;1,47
Cyprinidae;Barbus sacratus;Freshwater;39,66;2,42
Cyprinidae;Barbus serra;Freshwater;36,73;2,80
Cyprinidae;Barbus sublineatus;Freshwater;40,06;2,80
Cyprinidae;Barbus tanapelagius;Freshwater;36,76;3,04
Cyprinidae;Barbus tauricus;Freshwater;34,35;1,17
Cyprinidae;Barbus trevelyani;Freshwater;37,22;2,73
Cyprinidae;Barbus trimaculatus;Freshwater;38,78;3,04
Cyprinidae;Barbus tyberinus;Freshwater;34,80;1,17
Cyprinidae;Barbus wurtzi;Freshwater;40,03;2,03
Cyprinidae;Barilius bakeri;Freshwater;38,98;1,99
Cyprinidae;Barilius barila;Freshwater;35,48;1,83
Cyprinidae;Barilius bendelisis;Freshwater;37,48;0,17
Cyprinidae;Barilius canarensis;Freshwater;39,06;1,99
Cyprinidae;Barilius caudiocellatus;Freshwater;32,59;1,85
Cyprinidae;Barilius shacra;Freshwater;35,04;1,29
Cyprinidae;Barilius vagra;Freshwater;36,48;1,83
Cyprinidae;Blicca bjoerkna;Freshwater;30,86;0,62
Cyprinidae;Boraras maculatus;Freshwater;38,87;2,84
Cyprinidae;Boraras micros;Freshwater;39,06;2,84
Cyprinidae;Boraras urophthalmoides;Freshwater;39,97;2,73
Cyprinidae;Cabdio morar;Freshwater;38,03;2,20
Cyprinidae;Campostoma anomalum;Freshwater;35,63;0,16
Cyprinidae;Campostoma oligolepis;Freshwater;35,17;1,14
Cyprinidae;Campostoma pauciradii;Freshwater;36,63;0,42
Cyprinidae;Capoeta angorae;Freshwater;36,85;2,09
Cyprinidae;Capoeta antalyensis;Freshwater;36,03;2,38
Cyprinidae;Capoeta baliki;Freshwater;35,15;2,38
Cyprinidae;Capoeta banarescui;Freshwater;33,27;2,09
Cyprinidae;Capoeta barroisi;Freshwater;37,79;2,11
Cyprinidae;Capoeta capoeta capoeta;Freshwater;34,88;1,76
Cyprinidae;Capoeta damascina;Freshwater;37,61;2,11
Cyprinidae;Capoeta ekmekciae;Freshwater;33,42;1,76
Cyprinidae;Capoeta pestai;Freshwater;35,56;2,38
Cyprinidae;Capoeta tinca;Freshwater;35,99;2,38
Cyprinidae;Capoeta trutta;Freshwater;38,35;1,60
Cyprinidae;Carasobarbus canis;Freshwater;38,65;2,32
Cyprinidae;Carasobarbus chantrei;Freshwater;37,86;2,27
Cyprinidae;Carasobarbus kosswigi;Freshwater;40,61;2,03
Cyprinidae;Carasobarbus luteus;Freshwater;38,00;2,27
Cyprinidae;Carassius auratus;Freshwater;38,52;0,14
Cyprinidae;Carassius carassius;Freshwater;31,41;0,15
Cyprinidae;Catla catla;Freshwater;39,72;0,17
Cyprinidae;Catlocarpio siamensis;Freshwater;40,38;1,93
Cyprinidae;Chanodichthys erythropterus;Freshwater;34,84;1,51
Cyprinidae;Chanodichthys mongolicus;Freshwater;34,86;1,33
Cyprinidae;Chela cachius;Freshwater;39,23;2,39
Cyprinidae;Chelaethiops bibie;Freshwater;39,02;2,48
Cyprinidae;Chondrostoma angorense;Freshwater;34,81;2,12
Cyprinidae;Chondrostoma fahirae;Freshwater;36,18;2,29
Cyprinidae;Chondrostoma holmwoodii;Freshwater;37,12;2,45
Cyprinidae;Chondrostoma knerii;Freshwater;33,81;2,23
Cyprinidae;Chondrostoma nasus;Freshwater;34,03;2,45
Cyprinidae;Chondrostoma oxyrhynchum;Freshwater;35,67;2,23
Cyprinidae;Chondrostoma phoxinus;Freshwater;35,57;2,11
Cyprinidae;Chondrostoma prespense;Freshwater;34,85;2,46
Cyprinidae;Chondrostoma soetta;Freshwater;31,86;2,23
Cyprinidae;Chondrostoma vardarense;Freshwater;35,83;2,45
Cyprinidae;Chrosomus cumberlandensis;Freshwater;34,46;1,35
Cyprinidae;Chrosomus eos;Freshwater;31,09;0,15
Cyprinidae;Chrosomus erythrogaster;Freshwater;32,40;0,15
Cyprinidae;Chrosomus neogaeus;Freshwater;30,25;0,16
Cyprinidae;Chrosomus oreas;Freshwater;34,39;1,35
Cyprinidae;Chrosomus saylori;Freshwater;34,57;1,35
Cyprinidae;Chrosomus tennesseensis;Freshwater;34,29;1,35
Cyprinidae;Cirrhinus cirrhosus;Freshwater;40,68;1,67
Cyprinidae;Cirrhinus microlepis;Freshwater;41,04;1,86
Cyprinidae;Cirrhinus molitorella;Freshwater;40,08;2,11
Cyprinidae;Clinostomus elongatus;Freshwater;32,52;0,15
Cyprinidae;Clinostomus funduloides;Freshwater;33,17;0,79
Cyprinidae;Couesius plumbeus;Freshwater;30,03;0,16
Cyprinidae;Crossocheilus burmanicus;Freshwater;39,62;2,61
Cyprinidae;Crossocheilus latius;Freshwater;39,01;2,71
Cyprinidae;Crossocheilus reticulatus;Freshwater;41,09;2,11
Cyprinidae;Ctenopharyngodon idella;Freshwater;36,23;0,15
Cyprinidae;Cyclocheilichthys apogon;Freshwater;40,38;2,60
Cyprinidae;Cyprinella analostana;Freshwater;36,63;1,63
Cyprinidae;Cyprinella caerulea;Freshwater;37,57;1,66
Cyprinidae;Cyprinella callisema;Freshwater;38,06;1,79
Cyprinidae;Cyprinella callistia;Freshwater;37,47;1,35
Cyprinidae;Cyprinella callitaenia;Freshwater;38,00;1,80
Cyprinidae;Cyprinella camura;Freshwater;38,27;1,66
Cyprinidae;Cyprinella chloristia;Freshwater;37,93;1,63
Cyprinidae;Cyprinella formosa;Freshwater;37,47;0,74
Cyprinidae;Cyprinella galactura;Freshwater;37,42;1,66
Cyprinidae;Cyprinella gibbsi;Freshwater;37,83;1,46
Cyprinidae;Cyprinella labrosa;Freshwater;37,28;1,45
Cyprinidae;Cyprinella leedsi;Freshwater;38,20;1,80
Cyprinidae;Cyprinella lepida;Freshwater;39,57;1,03
Cyprinidae;Cyprinella lutrensis;Freshwater;37,73;0,16
Cyprinidae;Cyprinella monacha;Freshwater;36,24;1,17
Cyprinidae;Cyprinella nivea;Freshwater;37,31;1,79
Cyprinidae;Cyprinella proserpina;Freshwater;38,80;1,15
Cyprinidae;Cyprinella pyrrhomelas;Freshwater;37,18;1,45
Cyprinidae;Cyprinella spiloptera;Freshwater;36,47;0,16
Cyprinidae;Cyprinella trichroistia;Freshwater;37,69;1,46
Cyprinidae;Cyprinella venusta;Freshwater;38,69;0,75
Cyprinidae;Cyprinella whipplei;Freshwater;37,60;1,07
Cyprinidae;Cyprinella xaenura;Freshwater;38,11;1,45
Cyprinidae;Cyprinella zanema;Freshwater;37,64;1,45
Cyprinidae;Cyprinion kais;Freshwater;39,32;0,36
Cyprinidae;Cyprinion macrostomum;Freshwater;39,51;0,16
Cyprinidae;Cyprinus carpio;Freshwater;36,44;0,15
Cyprinidae;Cyprinus multitaeniata;Freshwater;39,55;0,62
Cyprinidae;Danio aesculapii;Freshwater;40,37;1,59
Cyprinidae;Danio albolineatus;Freshwater;39,18;0,16
Cyprinidae;Danio choprae;Freshwater;34,67;0,18
Cyprinidae;Danio dangila;Freshwater;36,53;0,16
Cyprinidae;Danio erythromicron;Freshwater;39,31;1,63
Cyprinidae;Danio kerri;Freshwater;39,95;1,33
Cyprinidae;Danio kyathit;Freshwater;38,80;1,58
Cyprinidae;Danio margaritatus;Freshwater;38,61;1,64
Cyprinidae;Danio nigrofasciatus;Freshwater;40,80;1,59
Cyprinidae;Danio rerio;Freshwater;39,63;0,16
Cyprinidae;Danio roseus;Freshwater;39,04;0,91
Cyprinidae;Danionella mirifica;Freshwater;38,26;2,20
Cyprinidae;Danionella translucida;Freshwater;39,84;2,20
Cyprinidae;Dawkinsia arulius;Freshwater;40,22;2,17
Cyprinidae;Dawkinsia filamentosa;Freshwater;40,82;2,17
Cyprinidae;Delminichthys adspersus;Freshwater;33,64;1,95
Cyprinidae;Delminichthys ghetaldii;Freshwater;34,23;1,95
Cyprinidae;Delminichthys jadovensis;Freshwater;33,76;1,95
Cyprinidae;Delminichthys krbavensis;Freshwater;33,70;1,95
Cyprinidae;Desmopuntius johorensis;Freshwater;40,40;1,82
Cyprinidae;Devario aequipinnatus;Freshwater;37,41;2,69
Cyprinidae;Devario annandalei;Freshwater;40,53;2,79
Cyprinidae;Devario anomalus;Freshwater;40,02;2,86
Cyprinidae;Devario auropurpureus;Freshwater;38,39;2,58
Cyprinidae;Devario chrysotaeniatus;Freshwater;38,26;2,86
Cyprinidae;Devario devario;Freshwater;39,48;2,86
Cyprinidae;Devario kakhienensis;Freshwater;37,95;2,86
Cyprinidae;Devario laoensis;Freshwater;39,37;2,86
Cyprinidae;Devario maetaengensis;Freshwater;40,60;2,69
Cyprinidae;Devario regina;Freshwater;39,84;2,79
Cyprinidae;Devario shanensis;Freshwater;36,94;2,69
Cyprinidae;Dionda argentosa;Freshwater;36,65;1,51
Cyprinidae;Dionda diaboli;Freshwater;36,38;0,23
Cyprinidae;Dionda episcopa;Freshwater;35,31;1,44
Cyprinidae;Dionda nigrotaeniata;Freshwater;37,07;1,51
Cyprinidae;Dionda serena;Freshwater;37,06;1,08
Cyprinidae;Discocheilus wui;Freshwater;39,65;2,33
Cyprinidae;Elopichthys bambusa;Freshwater;35,77;1,53
Cyprinidae;Epalzeorhynchos bicolor;Freshwater;41,24;2,39
Cyprinidae;Epalzeorhynchos frenatus;Freshwater;40,91;2,34
Cyprinidae;Epalzeorhynchos kalopterus;Freshwater;40,29;2,39
Cyprinidae;Ericymba buccata;Freshwater;36,37;0,15
Cyprinidae;Erimystax cahni;Freshwater;35,73;1,55
Cyprinidae;Erimystax dissimilis;Freshwater;35,27;1,55
Cyprinidae;Erimystax harryi;Freshwater;36,41;1,55
Cyprinidae;Erimystax insignis;Freshwater;35,92;1,55
Cyprinidae;Esomus ahli;Freshwater;38,55;2,32
Cyprinidae;Esomus caudiocellatus;Freshwater;39,31;2,32
Cyprinidae;Esomus longimanus;Freshwater;39,66;2,32
Cyprinidae;Esomus metallicus;Freshwater;39,62;2,32
Cyprinidae;Exoglossum laurae;Freshwater;34,16;1,50
Cyprinidae;Exoglossum maxillingua;Freshwater;33,96;1,50
Cyprinidae;Folifer brevifilis;Freshwater;39,45;1,69
Cyprinidae;Garra annandalei;Freshwater;36,10;2,71
Cyprinidae;Garra cambodgiensis;Freshwater;40,54;2,11
Cyprinidae;Garra congoensis;Freshwater;39,54;2,76
Cyprinidae;Garra dembecha;Freshwater;37,90;3,16
Cyprinidae;Garra fasciacauda;Freshwater;40,84;2,11
Cyprinidae;Garra flavatra;Freshwater;40,86;2,34
Cyprinidae;Garra fuliginosa;Freshwater;40,49;2,76
Cyprinidae;Garra gotyla gotyla;Freshwater;35,04;2,76
Cyprinidae;Garra gravelyi;Freshwater;38,19;1,38
Cyprinidae;Garra imberba;Freshwater;36,99;2,39
Cyprinidae;Garra kempi;Freshwater;37,33;2,61
Cyprinidae;Garra makiensis;Freshwater;36,29;2,76
Cyprinidae;Garra orientalis;Freshwater;39,38;2,61
Cyprinidae;Garra regressus;Freshwater;37,39;3,16
Cyprinidae;Garra rufa;Freshwater;39,13;2,90
Cyprinidae;Garra spilota;Freshwater;41,55;2,90
Cyprinidae;Garra tana;Freshwater;37,24;2,97
Cyprinidae;Garra variabilis;Freshwater;39,24;2,11
Cyprinidae;Gila atraria;Freshwater;33,99;1,20
Cyprinidae;Gila coerulea;Freshwater;31,35;0,14
Cyprinidae;Gila cypha;Freshwater;34,76;1,20
Cyprinidae;Gila nigra;Freshwater;35,88;1,20
Cyprinidae;Gila nigrescens;Freshwater;36,12;1,20
Cyprinidae;Gila orcuttii;Freshwater;34,94;1,20
Cyprinidae;Gila pandora;Freshwater;33,95;1,20
Cyprinidae;Gila robusta;Freshwater;34,61;0,16
Cyprinidae;Gobio gobio;Freshwater;29,00;0,15
Cyprinidae;Gobiobotia longibarba;Freshwater;35,80;1,47
Cyprinidae;Gymnocypris waddellii;Freshwater;27,39;1,68
Cyprinidae;Hampala macrolepidota;Freshwater;40,09;2,22
Cyprinidae;Hemibarbus umbrifer;Freshwater;36,45;1,77
Cyprinidae;Hemiculter leucisculus;Freshwater;35,25;1,42
Cyprinidae;Hemiculterella macrolepis;Freshwater;38,21;1,43
Cyprinidae;Hemitremia flammea;Freshwater;36,48;1,22
Cyprinidae;Henicorhynchus lineatus;Freshwater;41,26;2,11
Cyprinidae;Henicorhynchus lobatus;Freshwater;41,13;2,34
Cyprinidae;Henicorhynchus siamensis;Freshwater;40,48;2,34
Cyprinidae;Hesperoleucus symmetricus;Freshwater;33,78;0,16
Cyprinidae;Horadandia atukorali;Freshwater;39,66;2,26
Cyprinidae;Hybognathus amarus;Freshwater;36,79;1,34
Cyprinidae;Hybognathus argyritis;Freshwater;35,95;1,36
Cyprinidae;Hybognathus hankinsoni;Freshwater;34,15;1,41
Cyprinidae;Hybognathus hayi;Freshwater;38,76;1,36
Cyprinidae;Hybognathus nuchalis;Freshwater;37,78;1,37
Cyprinidae;Hybognathus placitus;Freshwater;37,18;0,15
Cyprinidae;Hybognathus regius;Freshwater;36,58;1,41
Cyprinidae;Hybopsis amblops;Freshwater;37,23;0,15
Cyprinidae;Hybopsis amnis;Freshwater;36,15;1,26
Cyprinidae;Hybopsis hypsinotus;Freshwater;36,28;1,34
Cyprinidae;Hybopsis lineapunctata;Freshwater;36,93;1,14
Cyprinidae;Hybopsis rubrifrons;Freshwater;36,92;1,16
Cyprinidae;Hybopsis winchelli;Freshwater;37,43;1,26
Cyprinidae;Hypophthalmichthys molitrix;Freshwater;36,27;0,16
Cyprinidae;Hypophthalmichthys nobilis;Freshwater;37,92;0,15
Cyprinidae;Hypsibarbus malcolmi;Freshwater;40,76;2,73
Cyprinidae;Hypsibarbus vernayi;Freshwater;40,51;2,73
Cyprinidae;Hypsibarbus wetmorei;Freshwater;40,42;2,73
Cyprinidae;Iberochondrostoma almacai;Freshwater;36,20;2,11
Cyprinidae;Iberochondrostoma lemmingii;Freshwater;36,95;2,23
Cyprinidae;Iberochondrostoma lusitanicum;Freshwater;36,83;1,93
Cyprinidae;Iberochondrostoma oretanum;Freshwater;37,42;2,23
Cyprinidae;Iberocypris palaciosi;Freshwater;37,90;1,58
Cyprinidae;Iotichthys phlegethontis;Freshwater;32,31;1,41
Cyprinidae;Labeo bata;Freshwater;38,99;2,01
Cyprinidae;Labeo batesii;Freshwater;40,38;1,84
Cyprinidae;Labeo boga;Freshwater;39,79;2,01
Cyprinidae;Labeo boggut;Freshwater;41,59;1,86
Cyprinidae;Labeo calbasu;Freshwater;41,16;1,88
Cyprinidae;Labeo chrysophekadion;Freshwater;40,75;1,88
Cyprinidae;Labeo coubie;Freshwater;41,31;1,78
Cyprinidae;Labeo dussumieri;Freshwater;42,00;0,77
Cyprinidae;Labeo dyocheilus;Freshwater;37,65;1,88
Cyprinidae;Labeo fimbriatus;Freshwater;41,71;1,44
Cyprinidae;Labeo forskalii;Freshwater;40,68;1,70
Cyprinidae;Labeo gonius;Freshwater;40,40;0,96
Cyprinidae;Labeo lineatus;Freshwater;40,56;1,44
Cyprinidae;Labeo rohita;Freshwater;41,70;0,16
Cyprinidae;Labeo senegalensis;Freshwater;41,34;1,99
Cyprinidae;Labeo sorex;Freshwater;40,53;1,69
Cyprinidae;Labeo stolizkae;Freshwater;41,75;1,64
Cyprinidae;Labeo weeksii;Freshwater;39,95;1,99
Cyprinidae;Labeobarbus acutirostris;Freshwater;35,51;2,85
Cyprinidae;Labeobarbus aeneus;Freshwater;36,41;2,42
Cyprinidae;Labeobarbus capensis;Freshwater;35,62;2,52
Cyprinidae;Labeobarbus crassibarbis;Freshwater;35,45;2,85
Cyprinidae;Labeobarbus dainellii;Freshwater;36,05;3,00
Cyprinidae;Labeobarbus gorguari;Freshwater;36,03;3,00
Cyprinidae;Labeobarbus habereri;Freshwater;37,92;1,56
Cyprinidae;Labeobarbus intermedius;Freshwater;37,27;2,71
Cyprinidae;Labeobarbus johnstonii;Freshwater;37,77;2,27
Cyprinidae;Labeobarbus longissimus;Freshwater;35,50;2,84
Cyprinidae;Labeobarbus marequensis;Freshwater;38,03;2,27
Cyprinidae;Labeobarbus polylepis;Freshwater;35,87;2,52
Cyprinidae;Laubuka caeruleostigmata;Freshwater;40,07;2,58
Cyprinidae;Laubuka dadiburjori;Freshwater;40,15;2,31
Cyprinidae;Laubuka fasciata;Freshwater;39,47;2,69
Cyprinidae;Laubuka laubuca;Freshwater;38,91;2,69
Cyprinidae;Lavinia exilicauda;Freshwater;34,50;0,15
Cyprinidae;Lepidomeda albivallis;Freshwater;35,18;0,33
Cyprinidae;Lepidomeda copei;Freshwater;31,93;0,20
Cyprinidae;Lepidomeda mollispinis;Freshwater;35,55;0,15
Cyprinidae;Lepidomeda vittata;Freshwater;35,04;1,06
Cyprinidae;Leucaspius delineatus;Freshwater;35,47;1,47
Cyprinidae;Leuciscus aspius;Freshwater;34,92;1,40
Cyprinidae;Leuciscus idus;Freshwater;32,60;0,15
Cyprinidae;Leuciscus leuciscus;Freshwater;32,57;1,47
Cyprinidae;Leuciscus vorax;Freshwater;38,16;1,40
Cyprinidae;Lobocheilos melanotaenia;Freshwater;40,28;2,11
Cyprinidae;Luciobarbus bocagei;Freshwater;35,82;2,38
Cyprinidae;Luciobarbus brachycephalus;Freshwater;35,41;2,11
Cyprinidae;Luciobarbus capito;Freshwater;36,44;2,11
Cyprinidae;Luciobarbus comizo;Freshwater;36,55;2,37
Cyprinidae;Luciobarbus esocinus;Freshwater;38,33;2,38
Cyprinidae;Luciobarbus graecus;Freshwater;36,89;1,67
Cyprinidae;Luciobarbus graellsii;Freshwater;35,13;2,11
Cyprinidae;Luciobarbus guiraonis;Freshwater;36,50;2,38
Cyprinidae;Luciobarbus microcephalus;Freshwater;37,42;2,38
Cyprinidae;Luciobarbus mursa;Freshwater;36,40;1,76
Cyprinidae;Luciobarbus sclateri;Freshwater;36,98;2,11
Cyprinidae;Luciobarbus steindachneri;Freshwater;36,86;2,37
Cyprinidae;Luciobarbus subquincunciatus;Freshwater;39,26;1,76
Cyprinidae;Luciobarbus xanthopterus;Freshwater;39,99;2,38
Cyprinidae;Luciobrama macrocephalus;Freshwater;38,38;1,51
Cyprinidae;Luciosoma bleekeri;Freshwater;39,68;2,18
Cyprinidae;Luciosoma setigerum;Freshwater;39,22;2,18
Cyprinidae;Luxilus albeolus;Freshwater;36,42;0,90
Cyprinidae;Luxilus cardinalis;Freshwater;35,90;1,26
Cyprinidae;Luxilus cerasinus;Freshwater;35,14;1,17
Cyprinidae;Luxilus chrysocephalus;Freshwater;35,64;0,15
Cyprinidae;Luxilus coccogenis;Freshwater;35,42;1,48
Cyprinidae;Luxilus cornutus;Freshwater;34,17;0,15
Cyprinidae;Luxilus pilsbryi;Freshwater;36,07;1,26
Cyprinidae;Luxilus zonatus;Freshwater;35,10;0,15
Cyprinidae;Luxilus zonistius;Freshwater;36,93;1,48
Cyprinidae;Lythrurus ardens;Freshwater;35,33;1,46
Cyprinidae;Lythrurus atrapiculus;Freshwater;37,03;1,42
Cyprinidae;Lythrurus bellus;Freshwater;36,93;1,41
Cyprinidae;Lythrurus fumeus;Freshwater;36,85;1,48
Cyprinidae;Lythrurus lirus;Freshwater;36,23;1,46
Cyprinidae;Lythrurus roseipinnis;Freshwater;37,05;1,48
Cyprinidae;Lythrurus snelsoni;Freshwater;36,54;0,46
Cyprinidae;Lythrurus umbratilis;Freshwater;35,56;0,15
Cyprinidae;Macrhybopsis aestivalis;Freshwater;35,44;1,52
Cyprinidae;Macrhybopsis storeriana;Freshwater;35,43;1,52
Cyprinidae;Macrochirichthys macrochirus;Freshwater;37,67;1,82
Cyprinidae;Margariscus margarita;Freshwater;33,92;1,15
Cyprinidae;Meda fulgida;Freshwater;35,79;0,18
Cyprinidae;Mekongina erythrospila;Freshwater;40,27;2,39
Cyprinidae;Mesobola brevianalis;Freshwater;36,90;2,48
Cyprinidae;Metzia formosae;Freshwater;38,14;1,67
Cyprinidae;Metzia lineata;Freshwater;37,84;1,67
Cyprinidae;Microdevario gatesi;Freshwater;40,51;2,26
Cyprinidae;Microdevario kubotai;Freshwater;40,23;2,31
Cyprinidae;Microdevario nana;Freshwater;40,53;2,31
Cyprinidae;Microphysogobio tungtingensis;Freshwater;31,61;1,81
Cyprinidae;Microrasbora rubescens;Freshwater;39,04;2,31
Cyprinidae;Moapa coriacea;Freshwater;34,97;0,83
Cyprinidae;Mylocheilus caurinus;Freshwater;26,78;1,02
Cyprinidae;Mylopharodon conocephalus;Freshwater;34,22;0,16
Cyprinidae;Mylopharyngodon piceus;Freshwater;35,64;1,44
