species_alias,species_raw_names,kingdom_local,phylum_local,class_local,order_local,family_local,habitat_sources,group_local,trait_sources,consumer_taxon_status,queried_as_consumer,exclusion_reason
Lomatia tinctoria,Lomatia tinctoria,,Streptophyta,Spermatophyta,Proteales,Proteaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Lonicera hispidula,Lonicera hispidula,,Streptophyta,Spermatophyta,Dipsacales,Caprifoliaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Lophiobagrus brevispinis,Lophiobagrus brevispinis,Animalia,Chordata,Actinopterygii,,Claroteidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lophognathus gilberti,Lophognathus gilberti,,Chordata,Lepidosauria,Squamata,Agamidae,"",,GlobTherm,animal,TRUE,""
Lophomyrtus bullata,Lophomyrtus bullata,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Loricaria tucumanensis,Loricaria tucumanensis,Metazoa,Chordata,Actinopteri,Siluriformes,Loricariidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Lota lota,Lota lota,Metazoa,Chordata,Actinopteri,Acanthomorphata,Lotidae,freshwater;mixed,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Lovenula falcifer,Lovenula falcifer,Metazoa,Arthropoda,Hexanauplia,Calanoida,Diaptomidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Lucania goodei,Lucania goodei,Animalia,Chordata,Actinopterygii,,Fundulidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lucania parva,Lucania parva,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,freshwater,fish,ComteOlden;GlobTherm,animal,TRUE,""
Luciobarbus bocagei,Luciobarbus bocagei,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciobarbus brachycephalus,Luciobarbus brachycephalus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciobarbus capito,Luciobarbus capito,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciobarbus comizo,Luciobarbus comizo,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciobarbus esocinus,Luciobarbus esocinus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciobarbus graecus,Luciobarbus graecus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciobarbus graellsii,Luciobarbus graellsii,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciobarbus guiraonis,Luciobarbus guiraonis,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciobarbus microcephalus,Luciobarbus microcephalus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciobarbus mursa,Luciobarbus mursa,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciobarbus sclateri,Luciobarbus sclateri,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciobarbus steindachneri,Luciobarbus steindachneri,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciobarbus subquincunciatus,Luciobarbus subquincunciatus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciobarbus xanthopterus,Luciobarbus xanthopterus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciobrama macrocephalus,Luciobrama macrocephalus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciosoma bleekeri,Luciosoma bleekeri,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luciosoma setigerum,Luciosoma setigerum,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luma apiculata,Luma apiculata,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Lumbriculus variegatus,Lumbriculus variegatus,Metazoa,Annelida,Clitellata,Lumbriculida,Lumbriculidae,freshwater,invertebrate,GlobTherm;ThermoFresh,animal,TRUE,""
Lutjanus apodus,Lutjanus apodus,Metazoa,Chordata,Actinopteri,Acanthomorphata,Lutjanidae,marine;mixed,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Lutjanus guttatus,Lutjanus guttatus,,Chordata,Actinopteri,Perciformes,Lutjanidae,"",,GlobTherm,animal,TRUE,""
Lutjanus malabaricus,Lutjanus malabaricus,Animalia,Chordata,Actinopterygii,,Lutjanidae,marine,fish,ComteOlden,animal,TRUE,""
Lutjanus vitta,Lutjanus vitta,Animalia,Chordata,Actinopterygii,,Lutjanidae,marine,fish,ComteOlden,animal,TRUE,""
Luxilus albeolus,Luxilus albeolus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luxilus cardinalis,Luxilus cardinalis,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luxilus cerasinus,Luxilus cerasinus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luxilus chrysocephalus,Luxilus chrysocephalus,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,ComteOlden;GlobTherm;ThermoFresh,animal,TRUE,""
Luxilus coccogenis,Luxilus coccogenis,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Luxilus cornutus,Luxilus cornutus,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,ComteOlden;GlobTherm;ThermoFresh,animal,TRUE,""
Luxilus pilsbryi,Luxilus pilsbryi,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,freshwater,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Luxilus zonatus,Luxilus zonatus,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,ComteOlden;GlobTherm;ThermoFresh,animal,TRUE,""
Luxilus zonistius,Luxilus zonistius,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lycopodium fastigiatum,Lycopodium fastigiatum,,Streptophyta,Tracheophyta,Lycopodiales,Lycopodiaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Lymnaea stagnalis,Lymnaea stagnalis,Metazoa,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,mixed,invertebrate,ThermoFresh,animal,TRUE,""
Lythrurus ardens,Lythrurus ardens,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lythrurus atrapiculus,Lythrurus atrapiculus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lythrurus bellus,Lythrurus bellus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lythrurus fumeus,Lythrurus fumeus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lythrurus lirus,Lythrurus lirus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lythrurus roseipinnis,Lythrurus roseipinnis,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lythrurus snelsoni,Lythrurus snelsoni,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lythrurus umbratilis,Lythrurus umbratilis,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,ComteOlden;GlobTherm;ThermoFresh,animal,TRUE,""
Maccaffertium ithaca,Maccaffertium ithaca,Metazoa,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Maccullochella peelii,Maccullochella peelii,Metazoa,Chordata,Actinopteri,Acanthomorphata,Percichthyidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Mackaya bella,Mackaya bella,,Streptophyta,Spermatophyta,Lamiales,Acanthaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Macoma balthica,Macoma balthica,,Mollusca,Bivalvia,Veneroida,Tellinidae,"",,GlobTherm,animal,TRUE,""
Macrhybopsis aestivalis,Macrhybopsis aestivalis,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Macrhybopsis storeriana,Macrhybopsis storeriana,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Macrobrachium acanthurus,Macrobrachium acanthurus,Metazoa,Arthropoda,Malacostraca,Decapoda,Palaemonidae,mixed,invertebrate,GlobTherm;ThermoFresh,animal,TRUE,""
Macrobrachium americanum,Macrobrachium americanum,Metazoa,Arthropoda,Malacostraca,Decapoda,Palaemonidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Macrobrachium malcolmsonii,Macrobrachium malcolmsonii,Metazoa,Arthropoda,Malacostraca,Decapoda,Palaemonidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Macrobrachium rosenbergii,Macrobrachium rosenbergii,Metazoa,Arthropoda,Malacostraca,Decapoda,Palaemonidae,mixed,invertebrate,ThermoFresh,animal,TRUE,""
Macrobrachium tenellum,Macrobrachium tenellum,Metazoa,Arthropoda,Malacostraca,Decapoda,Palaemonidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Macrochirichthys macrochirus,Macrochirichthys macrochirus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Macrocystis pyrifera,Macrocystis pyrifera,,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,"",,GlobTherm,unresolved,FALSE,Insufficient taxonomy to verify an animal consumer
Macrognathus zebrinus,Macrognathus zebrinus,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Macromia illinoiensis,Macromia illinoiensis,Metazoa,Arthropoda,Insecta,Odonata,Macromiidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Macromia taeniolata,Macromia taeniolata,,Arthropoda,Insecta,Odonata,Macromiidae,"",,GlobTherm,animal,TRUE,""
Macropelopia nebulosa,Macropelopia nebulosa,Metazoa,Arthropoda,Insecta,Diptera,Chironomidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Macropharyngodon bipartitus,Macropharyngodon bipartitus,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Macropharyngodon choati,Macropharyngodon choati,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Macropharyngodon cyanoguttatus,Macropharyngodon cyanoguttatus,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Macropharyngodon geoffroy,Macropharyngodon geoffroy,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Macropharyngodon kuiteri,Macropharyngodon kuiteri,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Macropharyngodon meleagris,Macropharyngodon meleagris,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Macropharyngodon negrosensis,Macropharyngodon negrosensis,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Macropharyngodon ornatus,Macropharyngodon ornatus,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Macropodus erythropterus,Macropodus erythropterus,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,ComteOlden,animal,TRUE,""
Macropodus opercularis,Macropodus opercularis,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,ComteOlden,animal,TRUE,""
Macropodus spechti,Macropodus spechti,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,ComteOlden,animal,TRUE,""
Makaira nigricans,Makaira nigricans,Animalia,Chordata,Actinopterygii,,Istiophoridae,marine,fish,ComteOlden,animal,TRUE,""
Malacoctenus zonifer,Malacoctenus zonifer,,Chordata,Actinopteri,Perciformes,Labrisomidae,"",,GlobTherm,animal,TRUE,""
Malapterurus beninensis,Malapterurus beninensis,Animalia,Chordata,Actinopterygii,,Malapteruridae,freshwater,fish,ComteOlden,animal,TRUE,""
Malapterurus electricus,Malapterurus electricus,Animalia,Chordata,Actinopterygii,,Malapteruridae,freshwater,fish,ComteOlden,animal,TRUE,""
Malapterus reticulatus,Malapterus reticulatus,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Marah fabaceus,Marah fabaceus,,Streptophyta,Spermatophyta,Cucurbitales,Cucurbitaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Marcusenius altisambesi,Marcusenius altisambesi,Animalia,Chordata,Actinopterygii,,Mormyridae,freshwater,fish,ComteOlden,animal,TRUE,""
Marcusenius devosi,Marcusenius devosi,Animalia,Chordata,Actinopterygii,,Mormyridae,freshwater,fish,ComteOlden,animal,TRUE,""
Marcusenius greshoffii,Marcusenius greshoffii,Animalia,Chordata,Actinopterygii,,Mormyridae,freshwater,fish,ComteOlden,animal,TRUE,""
Marcusenius macrolepidotus,Marcusenius macrolepidotus,Animalia,Chordata,Actinopterygii,,Mormyridae,freshwater,fish,ComteOlden,animal,TRUE,""
Marcusenius moorii,Marcusenius moorii,Animalia,Chordata,Actinopterygii,,Mormyridae,freshwater,fish,ComteOlden,animal,TRUE,""
Marcusenius ntemensis,Marcusenius ntemensis,Animalia,Chordata,Actinopterygii,,Mormyridae,freshwater,fish,ComteOlden,animal,TRUE,""
Marcusenius senegalensis,Marcusenius senegalensis,Animalia,Chordata,Actinopterygii,,Mormyridae,freshwater,fish,ComteOlden,animal,TRUE,""
Margariscus margarita,Margariscus margarita,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Marinogammarus marinus,Marinogammarus marinus,Metazoa,Arthropoda,Malacostraca,Amphipoda,Gammaridae,mixed,invertebrate,ThermoFresh,animal,TRUE,""
Mastacembelus albomaculatus,Mastacembelus albomaculatus,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus armatus,Mastacembelus armatus,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus brachyrhinus,Mastacembelus brachyrhinus,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus congicus,Mastacembelus congicus,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus cryptacanthus,Mastacembelus cryptacanthus,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus cunningtoni,Mastacembelus cunningtoni,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus ellipsifer,Mastacembelus ellipsifer,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus erythrotaenia,Mastacembelus erythrotaenia,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus flavidus,Mastacembelus flavidus,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus frenatus,Mastacembelus frenatus,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus mastacembelus,Mastacembelus mastacembelus,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus micropectus,Mastacembelus micropectus,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus moorii,Mastacembelus moorii,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus ophidium,Mastacembelus ophidium,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus plagiostomus,Mastacembelus plagiostomus,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus platysoma,Mastacembelus platysoma,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus shiranus,Mastacembelus shiranus,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus taiaensis,Mastacembelus taiaensis,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus tanganicae,Mastacembelus tanganicae,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus vanderwaali,Mastacembelus vanderwaali,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mastacembelus zebratus,Mastacembelus zebratus,Animalia,Chordata,Actinopterygii,,Mastacembelidae,freshwater,fish,ComteOlden,animal,TRUE,""
Masticophis lateralis,Masticophis lateralis,,Chordata,Lepidosauria,Squamata,Colubridae,"",,GlobTherm,animal,TRUE,""
Maylandia estherae,Maylandia estherae,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Maylandia lombardoi,Maylandia lombardoi,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cichlidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Maylandia zebra,Maylandia zebra,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mecistogaster modesta,Mecistogaster modesta,Metazoa,Arthropoda,Insecta,Odonata,Pseudostigmatidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Meda fulgida,Meda fulgida,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,ComteOlden;GlobTherm;ThermoFresh,animal,TRUE,""
Megalonaias nervosa,Megalonaias nervosa,Metazoa,Mollusca,Bivalvia,Unionida,Unionidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Megalops atlanticus,Megalops atlanticus,Animalia,Chordata,Actinopterygii,,Megalopidae,marine,fish,ComteOlden,animal,TRUE,""
Megalops cyprinoides,Megalops cyprinoides,Animalia,Chordata,Actinopterygii,,Megalopidae,freshwater,fish,ComteOlden,animal,TRUE,""
Megarcys signata,Megarcys signata,Metazoa,Arthropoda,Insecta,Plecoptera,Perlodidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Meiacanthus grammistes,Meiacanthus grammistes,Animalia,Chordata,Actinopterygii,,Blenniidae,marine,fish,ComteOlden,animal,TRUE,""
Meiacanthus oualanensis,Meiacanthus oualanensis,Animalia,Chordata,Actinopterygii,,Blenniidae,marine,fish,ComteOlden,animal,TRUE,""
Meiacanthus smithi,Meiacanthus smithi,Animalia,Chordata,Actinopterygii,,Blenniidae,marine,fish,ComteOlden,animal,TRUE,""
Mekongina erythrospila,Mekongina erythrospila,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Melanochromis auratus,Melanochromis auratus,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Melanotaenia duboulayi,Melanotaenia duboulayi,Metazoa,Chordata,Actinopteri,Acanthomorphata,Melanotaeniidae,freshwater,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Melanotaenia fluviatilis,Melanotaenia fluviatilis,Metazoa,Chordata,Actinopteri,Acanthomorphata,Melanotaeniidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Melanotaenia splendida,Melanotaenia splendida;Melanotaenia splendida splendida,Metazoa,Chordata,Actinopteri,Acanthomorphata,Melanotaeniidae,freshwater,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Melasoma collaris,Melasoma collaris,,Arthropoda,Insecta,Coleoptera,Chrysomelidae,"",,GlobTherm,animal,TRUE,""
Melicytus chathamicus,Melicytus chathamicus,,Streptophyta,Spermatophyta,Malpighiales,Violaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Melophorus bagoti,Melophorus bagoti,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Menidia beryllina,Menidia beryllina,Metazoa,Chordata,Actinopteri,Acanthomorphata,Atherinopsidae,mixed,fish,GlobTherm;ThermoFresh,animal,TRUE,""
Menidia menidia,Menidia menidia,Metazoa,Chordata,Actinopteri,Acanthomorphata,Atherinopsidae,mixed,fish,GlobTherm;ThermoFresh,animal,TRUE,""
Menippe nodifrons,Menippe nodifrons,,Arthropoda,Malacostraca,Decapoda,Eriphiidae,"",,GlobTherm,animal,TRUE,""
Meroles suborbitalis,Meroles suborbitalis,,Chordata,Lepidosauria,Squamata,Lacertidae,"",,GlobTherm,animal,TRUE,""
Mesobola brevianalis,Mesobola brevianalis,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mesogobius batrachocephalus,Mesogobius batrachocephalus,Animalia,Chordata,Actinopterygii,,Gobiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Mesonauta insignis,Mesonauta insignis,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cichlidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Messor arenarius,Messor arenarius,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Messor bouvieri,Messor bouvieri,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Messor capitatus,Messor capitatus,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Messor denticornis,Messor denticornis,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Metacarcinus magister,Metacarcinus magister,,Arthropoda,Malacostraca,Decapoda,Cancridae,"",,GlobTherm,animal,TRUE,""
Metrosideros robusta,Metrosideros robusta,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Metrosideros umbellata,Metrosideros umbellata,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Metzia formosae,Metzia formosae,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Metzia lineata,Metzia lineata,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Miathyria marcella,Miathyria marcella,,Arthropoda,Insecta,Odonata,Libellulidae,"",,GlobTherm,animal,TRUE,""
Micralestes acutidens,Micralestes acutidens,Animalia,Chordata,Actinopterygii,,Alestidae,freshwater,fish,ComteOlden,animal,TRUE,""
Micralestes occidentalis,Micralestes occidentalis,Animalia,Chordata,Actinopterygii,,Alestidae,freshwater,fish,ComteOlden,animal,TRUE,""
Micralestes pabrensis,Micralestes pabrensis,Animalia,Chordata,Actinopterygii,,Alestidae,freshwater,fish,ComteOlden,animal,TRUE,""
Micrasema bactro,Micrasema bactro,Metazoa,Arthropoda,Insecta,Trichoptera,Brachycentridae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Micrathyria aequalis,Micrathyria aequalis,,Arthropoda,Insecta,Odonata,Libellulidae,"",,GlobTherm,animal,TRUE,""
Micrathyria eximia,Micrathyria eximia,,Arthropoda,Insecta,Odonata,Libellulidae,"",,GlobTherm,animal,TRUE,""
Micrathyria ocellata,Micrathyria ocellata,,Arthropoda,Insecta,Odonata,Libellulidae,"",,GlobTherm,animal,TRUE,""
Microcharacidium eleotrioides,Microcharacidium eleotrioides,Metazoa,Chordata,Actinopteri,Characiformes,Crenuchidae,freshwater,fish,ThermoFresh,animal,TRUE,""
