consumer,metric,recorded_prey_species,prey_with_trait,prey_trait_coverage,included_in_analysis
Palaemon macrodactylus,ctmax,5,1,0.2,TRUE
Pangasianodon hypophthalmus,ctmax,4,0,0,FALSE
Pangasius bocourti,ctmax,8,0,0,FALSE
Pangasius conchophilus,ctmax,6,0,0,FALSE
Pangasius larnaudii,ctmax,5,0,0,FALSE
Pangasius macronema,ctmax,2,0,0,FALSE
Pangasius pangasius,ctmax,5,1,0.2,TRUE
Pangasius sanitwongsei,ctmax,1,0,0,FALSE
Pantodon buchholzi,ctmax,5,0,0,FALSE
Pao leiurus,ctmax,3,0,0,FALSE
Parablennius incognitus,ctmax,8,0,0,FALSE
Parablennius pilicornis,ctmax,4,0,0,FALSE
Parablennius rouxi,ctmax,8,0,0,FALSE
Parablennius ruber,ctmax,2,0,0,FALSE
Parablennius zvonimiri,ctmax,6,0,0,FALSE
Paracheirodon axelrodi,ctmax,3,0,0,FALSE
Paracheirodon innesi,ctmax,8,0,0,FALSE
Parambassis ranga,ctmax,1,0,0,FALSE
Parambassis wolffii,ctmax,1,0,0,FALSE
Paraphanius mento,ctmax,5,0,0,FALSE
Parophrys vetulus,ctmax,9,1,0.111111111111111,TRUE
Pelecus cultratus,ctmax,13,3,0.230769230769231,TRUE
Pellonula vorax,ctmax,2,0,0,FALSE
Pelvicachromis pulcher,ctmax,1,0,0,FALSE
Pentapodus setosus,ctmax,1,0,0,FALSE
Perccottus glenii,ctmax,4,1,0.25,TRUE
Percina caprodes,ctmax,4,0,0,FALSE
Percina copelandi,ctmax,3,0,0,FALSE
Percina maculata,ctmax,4,0,0,FALSE
Percina shumardi,ctmax,3,0,0,FALSE
Percopsis transmontana,ctmax,3,0,0,FALSE
Periophthalmus argentilineatus,ctmax,5,0,0,FALSE
Periophthalmus kalolo,ctmax,4,0,0,FALSE
Pethia conchonius,ctmax,5,0,0,FALSE
Pethia gelius,ctmax,3,0,0,FALSE
Pethia phutunio,ctmax,5,0,0,FALSE
Pethia ticto,ctmax,5,0,0,FALSE
Phenacogrammus interruptus,ctmax,7,0,0,FALSE
Pholis ornata,ctmax,1,0,0,FALSE
Phyllonemus typus,ctmax,1,0,0,FALSE
Plotosus lineatus,ctmax,19,0,0,FALSE
Poecilia sphenops,ctmax,5,0,0,FALSE
Poecilia vivipara,ctmax,5,0,0,FALSE
Polyamblyodon germanum,ctmax,5,0,0,FALSE
Pomadasys argenteus,ctmax,4,0,0,FALSE
Pomatoschistus canestrinii,ctmax,3,0,0,FALSE
Ponticola gorlap,ctmax,2,0,0,FALSE
Ponticola syrman,ctmax,3,0,0,FALSE
Pristolepis fasciata,ctmax,9,1,0.111111111111111,TRUE
Prognathodes falcifer,ctmax,7,0,0,FALSE
Prosopium williamsoni,ctmax,11,1,0.0909090909090909,TRUE
Protogobius attiti,ctmax,1,0,0,FALSE
Pseudobarbus burchelli,ctmax,2,0,0,FALSE
Pseudocaranx dentex,ctmax,7,0,0,FALSE
Pseudocheilinus octotaenia,ctmax,4,0,0,FALSE
Pseudocrenilabrus multicolor,ctmax,8,0,0,FALSE
Pseudogramma gregoryi,ctmax,3,0,0,FALSE
Pseudogramma thaumasia,ctmax,3,0,0,FALSE
Pseudomystus siamensis,ctmax,2,0,0,FALSE
Pterocryptis cochinchinensis,ctmax,4,0,0,FALSE
Pterogymnus laniarius,ctmax,10,1,0.1,TRUE
Pterothrissus gissu,ctmax,9,0,0,FALSE
Puntigrus tetrazona,ctmax,4,0,0,FALSE
Puntioplites proctozystron,ctmax,5,0,0,FALSE
Puntius bimaculatus,ctmax,4,0,0,FALSE
Puntius brevis,ctmax,3,0,0,FALSE
Puntius chola,ctmax,9,0,0,FALSE
Puntius dorsalis,ctmax,6,0,0,FALSE
Rasbora borapetensis,ctmax,2,0,0,FALSE
Rasbora trilineata,ctmax,1,0,0,FALSE
Retropinna retropinna,ctmax,22,0,0,FALSE
Rhabdosargus thorpei,ctmax,5,0,0,FALSE
Rhinichthys osculus,ctmax,8,0,0,FALSE
Rhinogobius giurinus,ctmax,12,0,0,FALSE
Rhodeus amarus,ctmax,7,1,0.142857142857143,TRUE
Rhynchocypris percnurus,ctmax,8,0,0,FALSE
Richardsonius balteatus,ctmax,6,1,0.166666666666667,TRUE
Rita rita,ctmax,5,0,0,FALSE
Rutilus frisii,ctmax,4,0,0,FALSE
Salmo ohridanus,ctmax,4,0,0,FALSE
Salvelinus confluentus,ctmax,8,0,0,FALSE
Sander volgensis,ctmax,8,4,0.5,TRUE
Sarda chiliensis,ctmax,23,4,0.173913043478261,TRUE
Sarda orientalis,ctmax,5,1,0.2,TRUE
Sarda sarda,ctmax,15,3,0.2,TRUE
Sardinops sagax,ctmax,41,1,0.024390243902439,TRUE
Sargochromis carlottae,ctmax,2,0,0,FALSE
Sarotherodon melanotheron,ctmax,15,0,0,FALSE
Scaphirhynchus platorynchus,ctmax,2,0,0,FALSE
Scaphognathops stejnegeri,ctmax,4,0,0,FALSE
Scarus schlegeli,ctmax,3,0,0,FALSE
Scatophagus argus,ctmax,7,0,0,FALSE
Schilbe intermedius,ctmax,22,6,0.272727272727273,TRUE
Scolopsis taenioptera,ctmax,2,0,0,FALSE
Scomber australasicus,ctmax,11,1,0.0909090909090909,TRUE
Scomberomorus brasiliensis,ctmax,4,0,0,FALSE
Scomberomorus koreanus,ctmax,1,0,0,FALSE
Scomberomorus munroi,ctmax,3,1,0.333333333333333,TRUE
Scomberomorus queenslandicus,ctmax,4,1,0.25,TRUE
Scomberomorus semifasciatus,ctmax,4,0,0,FALSE
Securicula gora,ctmax,5,0,0,FALSE
Serranochromis altus,ctmax,1,0,0,FALSE
Serranus baldwini,ctmax,3,0,0,FALSE
Serranus phoebe,ctmax,2,0,0,FALSE
Sillago sihama,ctmax,14,0,0,FALSE
Silurus asotus,ctmax,6,3,0.5,TRUE
Sinibotia pulchra,ctmax,1,0,0,FALSE
Sparodon durbanensis,ctmax,7,0,0,FALSE
Sphoeroides annulatus,ctmax,10,0,0,FALSE
Sphoeroides testudineus,ctmax,6,0,0,FALSE
Spirinchus thaleichthys,ctmax,5,0,0,FALSE
Stenodus leucichthys,ctmax,14,5,0.357142857142857,TRUE
Stethojulis albovittata,ctmax,3,0,0,FALSE
Stethojulis balteata,ctmax,4,0,0,FALSE
Stethojulis bandanensis,ctmax,7,0,0,FALSE
Stolothrissa tanganicae,ctmax,3,0,0,FALSE
Suezichthys gracilis,ctmax,6,0,0,FALSE
Symphodus doderleini,ctmax,6,0,0,FALSE
Symphodus mediterraneus,ctmax,11,0,0,FALSE
Symphodus roissali,ctmax,10,0,0,FALSE
Symphodus tinca,ctmax,8,0,0,FALSE
Syncrossus beauforti,ctmax,1,0,0,FALSE
Syngnathus schlegeli,ctmax,8,0,0,FALSE
Synodontis batensoda,ctmax,5,0,0,FALSE
Synodontis frontosus,ctmax,2,0,0,FALSE
Synodontis leopardinus,ctmax,5,0,0,FALSE
Synodontis macrostigma,ctmax,5,0,0,FALSE
Synodontis membranaceus,ctmax,3,0,0,FALSE
Synodontis multipunctatus,ctmax,2,1,0.5,TRUE
Synodontis nigriventris,ctmax,4,0,0,FALSE
Synodontis nigromaculatus,ctmax,4,0,0,FALSE
Synodontis ocellifer,ctmax,5,0,0,FALSE
Synodontis woosnami,ctmax,6,0,0,FALSE
Systomus sarana,ctmax,7,0,0,FALSE
Takifugu niphobles,ctmax,13,0,0,FALSE
Takifugu poecilonotus,ctmax,9,0,0,FALSE
Tanganicodus irsacae,ctmax,3,0,0,FALSE
Terapon jarbua,ctmax,22,1,0.0454545454545455,TRUE
Terapon theraps,ctmax,8,0,0,FALSE
Thalassoma amblycephalum,ctmax,3,0,0,FALSE
Thalassoma ballieui,ctmax,12,0,0,FALSE
Thalassoma duperrey,ctmax,13,0,0,FALSE
Thalassoma hardwicke,ctmax,11,0,0,FALSE
Thalassoma jansenii,ctmax,4,0,0,FALSE
Thalassoma lunare,ctmax,11,0,0,FALSE
Thalassoma lutescens,ctmax,3,0,0,FALSE
Thalassoma pavo,ctmax,3,0,0,FALSE
Thalassoma purpureum,ctmax,7,0,0,FALSE
Thalassoma quinquevittatum,ctmax,7,0,0,FALSE
Thalassoma trilobatum,ctmax,4,0,0,FALSE
Thunnus maccoyii,ctmax,5,1,0.2,TRUE
Tor khudree,ctmax,6,0,0,FALSE
Tor sinensis,ctmax,4,0,0,FALSE
Tor tor,ctmax,18,1,0.0555555555555556,TRUE
Totoaba macdonaldi,ctmax,3,0,0,FALSE
Trachinotus carolinus,ctmax,1,0,0,FALSE
Trichopodus pectoralis,ctmax,16,0,0,FALSE
Trichopodus trichopterus,ctmax,10,0,0,FALSE
Trichopsis vittata,ctmax,3,0,0,FALSE
Trigonostigma heteromorpha,ctmax,4,0,0,FALSE
Tylochromis polylepis,ctmax,3,1,0.333333333333333,TRUE
Valencia hispanica,ctmax,2,0,0,FALSE
Vimba vimba,ctmax,4,0,0,FALSE
Wallago attu,ctmax,6,2,0.333333333333333,TRUE
Xenentodon cancila,ctmax,1,0,0,FALSE
Xenomystus nigri,ctmax,5,0,0,FALSE
Xenotilapia bathyphila,ctmax,3,0,0,FALSE
Xenotilapia caudafasciata,ctmax,6,0,0,FALSE
Xenotilapia longispinis,ctmax,7,0,0,FALSE
Xenotilapia ochrogenys,ctmax,9,0,0,FALSE
Xenotilapia ornatipinnis,ctmax,6,0,0,FALSE
Yasuhikotakia modesta,ctmax,1,0,0,FALSE
Aidablennius sphynx,ctmax,4,0,0,FALSE
Coregonus peled,ctmax,13,5,0.384615384615385,TRUE
Luciobarbus guiraonis,ctmax,8,1,0.125,TRUE
Maylandia zebra,ctmax,6,0,0,FALSE
Microlipophrys adriaticus,ctmax,4,0,0,FALSE
Parablennius sanguinolentus,ctmax,5,0,0,FALSE
Parablennius tentacularis,ctmax,4,0,0,FALSE
Salaria pavo,ctmax,7,0,0,FALSE
Acanthurus guttatus,ctmax,4,0,0,FALSE
Heterandria formosa,ctmax,7,0,0,FALSE
Naso elegans,ctmax,2,0,0,FALSE
Awaous guamensis,ctmax,11,0,0,FALSE
Cyclocheilichthys apogon,ctmax,3,0,0,FALSE
Etheostoma jordani,ctmax,5,0,0,FALSE
Haplochromis nyererei,ctmax,2,0,0,FALSE
Holacanthus bermudensis,ctmax,4,0,0,FALSE
Labeo rohita,ctmax,5,0,0,FALSE
Petrochromis polyodon,ctmax,2,0,0,FALSE
Petrochromis trewavasae,ctmax,3,0,0,FALSE
Pomacanthus semicirculatus,ctmax,6,0,0,FALSE
Rhamphochromis longiceps,ctmax,10,0,0,FALSE
Synodontis njassae,ctmax,6,1,0.166666666666667,TRUE
Tenualosa ilisha,ctmax,4,0,0,FALSE
Zebrasoma scopas,ctmax,5,0,0,FALSE
Arothron immaculatus,ctmax,4,0,0,FALSE
Acanthurus blochii,ctmax,3,0,0,FALSE
Acanthurus dussumieri,ctmax,4,0,0,FALSE
Acanthurus nigricans,ctmax,4,0,0,FALSE
Acanthurus nigroris,ctmax,2,0,0,FALSE
Calotomus spinidens,ctmax,4,0,0,FALSE
Centropyge potteri,ctmax,6,0,0,FALSE
Chaetodon auripes,ctmax,7,0,0,FALSE
Chaetodon bennetti,ctmax,7,0,0,FALSE
Chaetodon lineolatus,ctmax,5,0,0,FALSE
Chaetodon ornatissimus,ctmax,2,0,0,FALSE
Chaetodon speculum,ctmax,3,0,0,FALSE
Chaetodon trifasciatus,ctmax,2,0,0,FALSE
Ctenochaetus striatus,ctmax,5,0,0,FALSE
Gnatholepis anjerensis,ctmax,2,0,0,FALSE
Leptoscarus vaigiensis,ctmax,7,0,0,FALSE
Macropharyngodon meleagris,ctmax,2,0,0,FALSE
Salarias fasciatus,ctmax,5,0,0,FALSE
Scarus ghobban,ctmax,3,0,0,FALSE
Scarus oviceps,ctmax,3,0,0,FALSE
Scarus prasiognathos,ctmax,4,0,0,FALSE
Scarus psittacus,ctmax,2,0,0,FALSE
Thalassoma hebraicum,ctmax,3,0,0,FALSE
Zebrasoma flavescens,ctmax,3,0,0,FALSE
Barbus haasi,ctmax,3,0,0,FALSE
Gymnocephalus baloni,ctmax,2,0,0,FALSE
Kuhlia sandvicensis,ctmax,7,2,0.285714285714286,TRUE
Mugilogobius cavifrons,ctmax,3,0,0,FALSE
Sewellia lineolata,ctmax,4,0,0,FALSE
Lestradea stappersii,ctmax,2,0,0,FALSE
Planiliza subviridis,ctmax,7,0,0,FALSE
Cyprinella callistia,ctmax,3,0,0,FALSE
Percina sciera,ctmax,7,0,0,FALSE
Formica subsericea,ctmax,7,1,0.142857142857143,TRUE
Dentex dentex,ctmax,5,0,0,FALSE
Limnotilapia dardennii,ctmax,2,0,0,FALSE
Rhamphochromis esox,ctmax,3,0,0,FALSE
Serranus tabacarius,ctmax,2,0,0,FALSE
Telmatochromis temporalis,ctmax,4,0,0,FALSE
Tropheus moorii,ctmax,2,0,0,FALSE
Sierrathrissa leonensis,ctmax,2,0,0,FALSE
Thymallus arcticus,ctmax,6,1,0.166666666666667,TRUE
Urosaurus ornatus,ctmax,1,0,0,FALSE
Aedes aegypti,ctmax,12,0,0,FALSE
Clibanarius virescens,ctmax,37,0,0,FALSE
Trimeresurus stejnegeri,ctmax,12,0,0,FALSE
Astacus leptodactylus,ctmax,2,1,0.5,TRUE
Procambarus clarkii,ctmax,11,0,0,FALSE
Myrmecocystus mimicus,ctmax,4,0,0,FALSE
Pogonomyrmex desertorum,ctmax,5,0,0,FALSE
Planorbarius corneus,ctmax,10,0,0,FALSE
Sargochromis giardi,ctmax,3,0,0,FALSE
Amphilius jacksonii,ctmax,4,0,0,FALSE
Opsarius koratensis,ctmax,1,0,0,FALSE
Xiphophorus hellerii,ctmax,4,0,0,FALSE
Austroglanis gilli,ctmax,4,0,0,FALSE
Pungu maclareni,ctmax,7,0,0,FALSE
Barbus trimaculatus,ctmax,4,0,0,FALSE
Phagocata gracilis,ctmax,2,0,0,FALSE
Sphoeroides pachygaster,ctmax,5,0,0,FALSE
Chionodraco rastrospinosus,ctmax,11,1,0.0909090909090909,TRUE
Trachurus japonicus,ctmax,5,1,0.2,TRUE
Morone mississippiensis,ctmax,8,2,0.25,TRUE
Phyllorhynchus decurtatus,ctmax,2,1,0.5,TRUE
Planorbis carinatus,ctmax,25,0,0,FALSE
Tetramorium caespitum,ctmax,3,0,0,FALSE
Rhinichthys cataractae,ctmax,5,0,0,FALSE
Culex quinquefasciatus,ctmax,7,0,0,FALSE
Spea hammondii,ctmax,1,0,0,FALSE
Atherinops affinis,ctmax,21,0,0,FALSE
Astyanax asuncionensis,ctmax,1,0,0,FALSE
Chaetodon fasciatus,ctmax,5,0,0,FALSE
Pomacanthus imperator,ctmax,5,0,0,FALSE
Gambusia holbrooki,ctmax,11,0,0,FALSE
Thunnus tonggol,ctmax,4,0,0,FALSE
Rhamphochromis woodi,ctmax,4,0,0,FALSE
Gymnosarda unicolor,ctmax,3,0,0,FALSE
Penaeus vannamei,ctmax,2,0,0,FALSE
Cobitis calderoni,ctmax,2,0,0,FALSE
Rhyacophila brunnea,ctmax,1,0,0,FALSE
Notropis atherinoides,ctmax,6,0,0,FALSE
Eulamprus heatwolei,ctmax,1,0,0,FALSE
Marcusenius macrolepidotus,ctmax,9,0,0,FALSE
Pachydiplax longipennis,ctmax,1,0,0,FALSE
Libellula auripennis,ctmax,1,0,0,FALSE
Neolamprologus modestus,ctmax,6,0,0,FALSE
Formica sanguinea,ctmax,25,1,0.04,TRUE
Chaetodon madagaskariensis,ctmax,6,0,0,FALSE
Plagiolepis pygmaea,ctmax,1,0,0,FALSE
Argia vivida,ctmax,4,0,0,FALSE
Nemurella pictetii,ctmax,2,0,0,FALSE
Pinus sylvestris,ctmax,4,0,0,FALSE
Galaxias brevipinnis,ctmax,15,3,0.2,TRUE
Tridentiger bifasciatus,ctmax,1,0,0,FALSE
Pseudobarbus burgi,ctmax,5,0,0,FALSE
Serranus tortugarum,ctmax,5,0,0,FALSE
Brachyponera chinensis,ctmax,7,1,0.142857142857143,TRUE
Notechis scutatus,ctmax,14,5,0.357142857142857,TRUE
Protobothrops mucrosquamatus,ctmax,4,0,0,FALSE
Elopichthys bambusa,ctmax,1,1,1,TRUE
Parasuta flagellum,ctmax,8,4,0.5,TRUE
Hyalella azteca,ctmax,1,0,0,FALSE
Lepomis microlophus,ctmax,3,0,0,FALSE
Poecilia latipinna,ctmax,10,0,0,FALSE
Solenopsis molesta,ctmax,4,0,0,FALSE
Micropterus coosae,ctmax,1,1,1,TRUE
Sperata seenghala,ctmax,1,1,1,TRUE
Tiliqua scincoides,ctmax,1,0,0,FALSE
Nandus nandus,ctmax,1,1,1,TRUE
Hypophthalmichthys molitrix,ctmax,4,0,0,FALSE
Hypophthalmichthys nobilis,ctmax,7,0,0,FALSE
Psammodromus algirus,ctmax,1,0,0,FALSE
Geophagus brasiliensis,ctmax,5,0,0,FALSE
Bodianus scrofa,ctmax,3,0,0,FALSE
Sparisoma cretense,ctmax,6,0,0,FALSE
Xiphophorus maculatus,ctmax,2,0,0,FALSE
Baetis phoebus,ctmax,1,0,0,FALSE
Scarus altipinnis,ctmax,2,0,0,FALSE
Tor putitora,ctmax,8,0,0,FALSE
Seriola quinqueradiata,ctmax,4,0,0,FALSE
Camponotus americanus,ctmax,1,0,0,FALSE
Galaxias zebratus,ctmax,5,0,0,FALSE
Olisthops cyanomelas,ctmax,1,0,0,FALSE
Zingel zingel,ctmax,5,0,0,FALSE
Gobiocichla ethelwynnae,ctmax,4,1,0.25,TRUE
Konia eisentrauti,ctmax,2,1,0.5,TRUE
Oreochromis esculentus,ctmax,5,1,0.2,TRUE
Probarbus jullieni,ctmax,5,1,0.2,TRUE
Tylochromis pulcher,ctmax,1,1,1,TRUE
Xyrauchen texanus,ctmax,5,1,0.2,TRUE
Charina bottae,ctmax,10,2,0.2,TRUE
Ischnura verticalis,ctmax,6,0,0,FALSE
Micropterus punctulatus,ctmax,2,1,0.5,TRUE
Nannocharax multifasciatus,ctmax,3,0,0,FALSE
Takifugu oblongus,ctmax,10,0,0,FALSE
Hemidactylus turcicus,ctmax,5,1,0.2,TRUE
Scomberomorus tritor,ctmax,1,1,1,TRUE
Formica perpilosa,ctmax,2,0,0,FALSE
Camponotus cruentatus,ctmax,5,0,0,FALSE
Formica pallidefulva,ctmax,4,0,0,FALSE
Plestiodon skiltonianus,ctmax,1,0,0,FALSE
Lepisosteus platostomus,ctmax,3,0,0,FALSE
Gasterochisma melampus,ctmax,6,0,0,FALSE
Paretroplus tsimoly,ctmax,4,0,0,FALSE
Bolbometopon muricatum,ctmax,3,0,0,FALSE
Chrosomus oreas,ctmax,1,0,0,FALSE
Etheostoma fonticola,ctmax,3,0,0,FALSE
Labeo bata,ctmax,3,0,0,FALSE
Mekongina erythrospila,ctmax,2,0,0,FALSE
Campostoma anomalum,ctmax,5,0,0,FALSE
Exoglossum maxillingua,ctmax,11,0,0,FALSE
Synodontis brichardi,ctmax,2,0,0,FALSE
Acanthurus mata,ctmax,3,0,0,FALSE
Ophiocara porocephala,ctmax,2,0,0,FALSE
Heterobranchus longifilis,ctmax,3,0,0,FALSE
Aristochromis christyi,ctmax,1,0,0,FALSE
Etheostoma rubrum,ctmax,4,0,0,FALSE
Grammatorcynus bilineatus,ctmax,2,0,0,FALSE
Formica obscuripes,ctmax,2,0,0,FALSE
Formica neogagates,ctmax,2,0,0,FALSE
Formica polyctena,ctmax,2,0,0,FALSE
Capoeta banarescui,ctmax,5,0,0,FALSE
Marinogammarus marinus,ctmax,3,0,0,FALSE
Ctenochaetus binotatus,ctmax,1,0,0,FALSE
Lepomis cyanellus,ctmax,12,3,0.25,TRUE
Belonesox belizanus,ctmax,1,1,1,TRUE
Echinogammarus ischnus,ctmax,1,0,0,FALSE
Naso annulatus,ctmax,4,0,0,FALSE
Palaemon varians,ctmax,8,0,0,FALSE
Anolis pulchellus,ctmax,1,0,0,FALSE
Ptychocheilus grandis,ctmax,3,3,1,TRUE
Sceloporus undulatus,ctmax,1,0,0,FALSE
Ctenotus pantherinus,ctmax,3,1,0.333333333333333,TRUE
Anopheles plumbeus,ctmax,2,0,0,FALSE
Glossina pallidipes,ctmax,1,0,0,FALSE
Pogonomyrmex rugosus,ctmax,3,1,0.333333333333333,TRUE
Labeobarbus crassibarbis,ctmax,2,0,0,FALSE
Tylochromis leonensis,ctmax,3,0,0,FALSE
Adamussium colbecki,ctmax,2,0,0,FALSE
Eulamprus quoyii,ctmax,1,0,0,FALSE
Neolamprologus pulcher,ctmax,4,3,0.75,TRUE
Tetrapturus angustirostris,ctmax,2,2,1,TRUE
Channa marulius,ctmax,1,1,1,TRUE
Cottus rhotheus,ctmax,2,0,0,FALSE
Bathyclarias nyasensis,ctmax,5,0,0,FALSE
Neolamprologus christyi,ctmax,3,0,0,FALSE
Romanichthys valsanicola,ctmax,1,0,0,FALSE
Galaxias fasciatus,ctmax,2,1,0.5,TRUE
Petrus rupestris,ctmax,1,1,1,TRUE
Synodontis zambezensis,ctmax,6,1,0.166666666666667,TRUE
Aphaenogaster rudis,ctmax,1,0,0,FALSE
Ambystoma jeffersonianum,ctmax,1,0,0,FALSE
Ambystoma maculatum,ctmax,1,0,0,FALSE
Chaetodon ocellicaudus,ctmax,4,0,0,FALSE
Scaphirhynchus albus,ctmax,1,0,0,FALSE
Philodromus aureolus,ctmax,1,0,0,FALSE
Danio albolineatus,ctmax,5,0,0,FALSE
Synodontis victoriae,ctmax,1,0,0,FALSE
Baetis tricaudatus,ctmax,2,0,0,FALSE
Dolophilodes distinctus,ctmax,2,0,0,FALSE
Couesius plumbeus,ctmax,4,0,0,FALSE
Halichoeres melanotis,ctmax,2,0,0,FALSE
Galba truncatula,ctmax,1,0,0,FALSE
Ctenotus regius,ctmax,1,0,0,FALSE
Xantho incisus,ctmax,2,0,0,FALSE
Sarotherodon lohbergeri,ctmax,3,0,0,FALSE
Melanochromis auratus,ctmax,3,0,0,FALSE
Tropheops gracilior,ctmax,2,0,0,FALSE
Chrysemys picta,ctmax,3,2,0.666666666666667,TRUE
Dendrobates auratus,ctmax,1,0,0,FALSE
Pseudacris triseriata,ctmax,1,0,0,FALSE
Rhinella marina,ctmax,1,0,0,FALSE
Storeria occipitomaculata,ctmax,1,0,0,FALSE
Chaetodon melannotus,ctmax,5,0,0,FALSE
Chaetodon rafflesii,ctmax,7,0,0,FALSE
Serranochromis thumbergi,ctmax,1,0,0,FALSE
Carpiodes carpio,ctmax,1,0,0,FALSE
Naso tuberosus,ctmax,3,0,0,FALSE
Naso vlamingii,ctmax,4,0,0,FALSE
Gammarus tigrinus,ctmax,1,0,0,FALSE
Girardia tigrina,ctmax,1,0,0,FALSE
Uma inornata,ctmax,1,0,0,FALSE
Squalius carolitertii,ctmax,2,0,0,FALSE
Abudefduf troschelii,ctmax,5,0,0,FALSE
Acanthopsoides gracilentus,ctmax,1,0,0,FALSE
Acanthopsoides hapalias,ctmax,2,0,0,FALSE
Achondrostoma arcasii,ctmax,1,0,0,FALSE
Acipenser naccarii,ctmax,2,0,0,FALSE
Amphichaetodon howensis,ctmax,4,0,0,FALSE
Anaecypris hispanica,ctmax,2,0,0,FALSE
Anampses meleagrides,ctmax,2,0,0,FALSE
Anampses neoguinaicus,ctmax,2,0,0,FALSE
Anampses twistii,ctmax,2,0,0,FALSE
Aphanius fasciatus,ctmax,2,0,0,FALSE
Aphanius iberus,ctmax,1,0,0,FALSE
Arius jella,ctmax,2,0,0,FALSE
Arothron mappa,ctmax,2,0,0,FALSE
Astatotilapia calliptera,ctmax,4,0,0,FALSE
Astyanax eigenmanniorum,ctmax,1,0,0,FALSE
Aulonocara stuartgranti,ctmax,1,0,0,FALSE
Austrolabrus maculatus,ctmax,2,0,0,FALSE
Bangana ariza,ctmax,3,0,0,FALSE
Barbucca diabolica,ctmax,5,0,0,FALSE
Barbus prespensis,ctmax,3,0,0,FALSE
Barbus tyberinus,ctmax,2,0,0,FALSE
Callinectes danae,ctmax,6,0,0,FALSE
Callochromis melanostigma,ctmax,1,0,0,FALSE
Callochromis pleurospilus,ctmax,2,0,0,FALSE
Canthigaster bennetti,ctmax,4,0,0,FALSE
Capoeta damascina,ctmax,6,0,0,FALSE
Catostomus columbianus,ctmax,2,0,0,FALSE
Chaetodon adiergastos,ctmax,2,0,0,FALSE
Chaetodon collare,ctmax,3,0,0,FALSE
Chaetodon decussatus,ctmax,6,0,0,FALSE
Chaetodon dolosus,ctmax,4,0,0,FALSE
Chaetodon falcula,ctmax,4,0,0,FALSE
Chaetodon flavirostris,ctmax,4,0,0,FALSE
Chaetodon guentheri,ctmax,4,0,0,FALSE
Chaetodon guttatissimus,ctmax,6,0,0,FALSE
Chaetodon hoefleri,ctmax,2,0,0,FALSE
Chaetodon humeralis,ctmax,4,0,0,FALSE
Chaetodon marleyi,ctmax,4,0,0,FALSE
Chaetodon mertensii,ctmax,5,0,0,FALSE
Chaetodon oxycephalus,ctmax,4,0,0,FALSE
Chaetodon pelewensis,ctmax,4,0,0,FALSE
Chaetodon punctatofasciatus,ctmax,5,0,0,FALSE
Chaetodon selene,ctmax,4,0,0,FALSE
Chaetodon semeion,ctmax,4,0,0,FALSE
Chaetodon semilarvatus,ctmax,2,0,0,FALSE
Chaetodon tinkeri,ctmax,3,0,0,FALSE
Chaetodon ulietensis,ctmax,5,0,0,FALSE
Chaetodon xanthurus,ctmax,4,0,0,FALSE
Chalinochromis brichardi,ctmax,1,0,0,FALSE
Chelmon muelleri,ctmax,2,0,0,FALSE
Chelmon rostratus,ctmax,2,0,0,FALSE
Chetia flaviventris,ctmax,3,0,0,FALSE
Chlorurus bowersi,ctmax,4,0,0,FALSE
Chondrostoma oxyrhynchum,ctmax,3,0,0,FALSE
Clarias werneri,ctmax,2,0,0,FALSE
Cobitis meridionalis,ctmax,1,0,0,FALSE
Coradion chrysozonus,ctmax,5,0,0,FALSE
Coris flavovittata,ctmax,1,0,0,FALSE
Devario laoensis,ctmax,1,0,0,FALSE
Dimidiochromis strigatus,ctmax,2,0,0,FALSE
Diplodus fasciatus,ctmax,2,0,0,FALSE
Diplodus noct,ctmax,4,0,0,FALSE
Diplodus prayensis,ctmax,6,0,0,FALSE
Economidichthys pygmaeus,ctmax,1,0,0,FALSE
Exyrias puntang,ctmax,2,0,0,FALSE
Gomphosus caeruleus,ctmax,2,0,0,FALSE
Halichoeres brasiliensis,ctmax,1,0,0,FALSE
Halichoeres dispilus,ctmax,2,0,0,FALSE
Halichoeres leucurus,ctmax,2,0,0,FALSE
Halichoeres melasmapomus,ctmax,2,0,0,FALSE
Halichoeres pictus,ctmax,1,0,0,FALSE
Halichoeres solorensis,ctmax,2,0,0,FALSE
Hemichromis guttatus,ctmax,1,0,0,FALSE
Hemigrammopetersius barnardi,ctmax,4,0,0,FALSE
Heniochus monoceros,ctmax,2,0,0,FALSE
Heniochus pleurotaenia,ctmax,2,0,0,FALSE
Heniochus singularius,ctmax,3,0,0,FALSE
Hipposcarus longiceps,ctmax,3,0,0,FALSE
Iberochondrostoma lemmingii,ctmax,4,0,0,FALSE
Indostomus paradoxus,ctmax,1,0,0,FALSE
Julidochromis ornatus,ctmax,1,0,0,FALSE
Knipowitschia panizzae,ctmax,3,0,0,FALSE
Knipowitschia punctatissima,ctmax,1,0,0,FALSE
Lamprologus ocellatus,ctmax,3,0,0,FALSE
Luciobarbus capito,ctmax,5,0,0,FALSE
Luciobarbus comizo,ctmax,2,0,0,FALSE
Luciobarbus graecus,ctmax,2,0,0,FALSE
Luciobarbus graellsii,ctmax,2,0,0,FALSE
Luciobarbus microcephalus,ctmax,2,0,0,FALSE
Luciobarbus sclateri,ctmax,8,0,0,FALSE
Macropodus opercularis,ctmax,3,0,0,FALSE
