resource,consumer,GloBI,TetraEU,interaction_sources,interaction_types,study_titles,study_citations,study_ids,reported_consumer_names,reported_resource_names,self_link,consumer_trait_value_ctmax,consumer_trait_value_ctmin,consumer_trait_value_lt50,consumer_trait_value_ltmax,consumer_trait_sd_ctmax,consumer_trait_sd_ctmin,consumer_trait_sd_lt50,consumer_trait_sd_ltmax,consumer_trait_n_ctmax,consumer_trait_n_ctmin,consumer_trait_n_lt50,consumer_trait_n_ltmax,consumer_selected_trait_source_ctmax,consumer_selected_trait_source_ctmin,consumer_selected_trait_source_lt50,consumer_selected_trait_source_ltmax,resource_trait_value_ctmax,resource_trait_value_ctmin,resource_trait_value_lt50,resource_trait_value_ltmax,resource_trait_sd_ctmax,resource_trait_sd_ctmin,resource_trait_sd_lt50,resource_trait_sd_ltmax,resource_trait_n_ctmax,resource_trait_n_ctmin,resource_trait_n_lt50,resource_trait_n_ltmax,resource_selected_trait_source_ctmax,resource_selected_trait_source_ctmin,resource_selected_trait_source_lt50,resource_selected_trait_source_ltmax,eligible_ctmax,eligible_lt50,eligible_ctmin,eligible_ltmax,any_metric_eligible
Drusus annulatus,Alburnus alburnus,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus alburnus,Drusus annulatus,FALSE,37.7,,,,,,,,1,,,,ThermoFresh,,,,28.8,,,33.8,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Ecdyonurus insignis,Alburnus alburnus,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus alburnus,Ecdyonurus insignis,FALSE,37.7,,,,,,,,1,,,,ThermoFresh,,,,32.34,,,,4.29920922961421,,,,2,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Electrona antarctica,Alburnus alburnus,TRUE,FALSE,GloBI,eats,"","","",Alburnus alburnus,Platygobio gracilis,FALSE,37.7,,,,,,,,1,,,,ThermoFresh,,,,31.24,,,,0.311126983722082,,,,2,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Ephemera danica,Alburnus alburnus,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus alburnus,Ephemera danica,FALSE,37.7,,,,,,,,1,,,,ThermoFresh,,,,36.7075,,,38.7,2.23948468774999,,,,4,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Heptagenia sulphurea,Alburnus alburnus,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus alburnus,Heptagenia sulphurea,FALSE,37.7,,,,,,,,1,,,,ThermoFresh,,,,30.2,,,32.3,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Hydropsyche pellucidula,Alburnus alburnus,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus alburnus,Hydropsyche pellucidula,FALSE,37.7,,,,,,,,1,,,,ThermoFresh,,,,25.5,,,32.3,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Leuctra fusca,Alburnus alburnus,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus alburnus,Leuctra fusca,FALSE,37.7,,,,,,,,1,,,,ThermoFresh,,,,30.1,,,34.8,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Nemurella pictetii,Alburnus alburnus,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus alburnus,Nemurella pictetii,FALSE,37.7,,,,,,,,1,,,,ThermoFresh,,,,30.1,,,33.1,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Rhithrogena semicolorata,Alburnus alburnus,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus alburnus,Rhithrogena semicolorata,FALSE,37.7,,,,,,,,1,,,,ThermoFresh,,,,25.33,,23.55,,9.43280446102854,,1.62634559672906,,2,,2,,ThermoFresh,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Rhyacophila dorsalis,Alburnus alburnus,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus alburnus,Rhyacophila dorsalis,FALSE,37.7,,,,,,,,1,,,,ThermoFresh,,,,22,,,24.6,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Rutilus rutilus,Alburnus alburnus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Alburnus alburnus,Gerres oyena;Rutilus rutilus,FALSE,37.7,,,,,,,,1,,,,ThermoFresh,,,,28.5058333333333,,30.168,,4.13573390434349,,1.76138297936593,,24,,5,,ThermoFresh,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Serratella ignita,Alburnus alburnus,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus alburnus,Serratella ignita,FALSE,37.7,,,,,,,,1,,,,ThermoFresh,,,,32.3,,,35,4.90990156045244,,,,4,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Agapetus fuscipes,Alburnus arborella,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus arborella,Agapetus fuscipes,FALSE,35.64,,,,,,,,1,,,,ComteOlden,,,,25.8,,,35.2,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Baetis rhodani,Alburnus arborella,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus arborella,Baetis rhodani,FALSE,35.64,,,,,,,,1,,,,ComteOlden,,,,25.1,,21.15,25.7,,,0.212132034355965,,1,,2,1,ThermoFresh,,ThermoFresh,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Caenis luctuosa,Alburnus arborella,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus arborella,Caenis luctuosa,FALSE,35.64,,,,,,,,1,,,,ComteOlden,,,,30.6,,,38,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Dinocras cephalotes,Alburnus arborella,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus arborella,Dinocras cephalotes,FALSE,35.64,,,,,,,,1,,,,ComteOlden,,,,34.6083333333333,,,,3.75974688864379,,,,6,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Drusus annulatus,Alburnus arborella,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus arborella,Drusus annulatus,FALSE,35.64,,,,,,,,1,,,,ComteOlden,,,,28.8,,,33.8,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Ecdyonurus insignis,Alburnus arborella,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus arborella,Ecdyonurus insignis,FALSE,35.64,,,,,,,,1,,,,ComteOlden,,,,32.34,,,,4.29920922961421,,,,2,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Ephemera danica,Alburnus arborella,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus arborella,Ephemera danica,FALSE,35.64,,,,,,,,1,,,,ComteOlden,,,,36.7075,,,38.7,2.23948468774999,,,,4,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Heptagenia sulphurea,Alburnus arborella,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus arborella,Heptagenia sulphurea,FALSE,35.64,,,,,,,,1,,,,ComteOlden,,,,30.2,,,32.3,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Hydropsyche pellucidula,Alburnus arborella,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus arborella,Hydropsyche pellucidula,FALSE,35.64,,,,,,,,1,,,,ComteOlden,,,,25.5,,,32.3,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Leuctra fusca,Alburnus arborella,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus arborella,Leuctra fusca,FALSE,35.64,,,,,,,,1,,,,ComteOlden,,,,30.1,,,34.8,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Nemurella pictetii,Alburnus arborella,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus arborella,Nemurella pictetii,FALSE,35.64,,,,,,,,1,,,,ComteOlden,,,,30.1,,,33.1,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Rhithrogena semicolorata,Alburnus arborella,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus arborella,Rhithrogena semicolorata,FALSE,35.64,,,,,,,,1,,,,ComteOlden,,,,25.33,,23.55,,9.43280446102854,,1.62634559672906,,2,,2,,ThermoFresh,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Rhyacophila dorsalis,Alburnus arborella,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus arborella,Rhyacophila dorsalis,FALSE,35.64,,,,,,,,1,,,,ComteOlden,,,,22,,,24.6,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Serratella ignita,Alburnus arborella,TRUE,FALSE,GloBI,preysOn,"","","",Alburnus arborella,Serratella ignita,FALSE,35.64,,,,,,,,1,,,,ComteOlden,,,,32.3,,,35,4.90990156045244,,,,4,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Corophium volutator,Alosa aestivalis,TRUE,FALSE,GloBI,eats;preysOn,"","","",Alosa aestivalis,Corophium volutator,FALSE,33.58,,,,,,,,1,,,,ComteOlden,,,,33.1452777775,2.90098104425,,,1.65355690023109,2.33976904064062,,,12,12,,,ThermoFresh,ThermoFresh,,,TRUE,FALSE,FALSE,FALSE,TRUE
Gammarus tigrinus,Alosa aestivalis,TRUE,FALSE,GloBI,preysOn,"","","",Alosa aestivalis,Gammarus tigrinus,FALSE,33.58,,,,,,,,1,,,,ComteOlden,,,,32.6985714285714,,,36.2254545454545,1.21293622491633,,,1.12729200863276,7,,,11,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Hyalella azteca,Alosa aestivalis,TRUE,FALSE,GloBI,preysOn,"","","",Alosa aestivalis,Hyalella azteca,FALSE,33.58,,,,,,,,1,,,,ComteOlden,,,,41.1175,,33.1,,3.15398557384145,,,,4,,1,,ThermoFresh,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Uma inornata,Alosa aestivalis,TRUE,FALSE,GloBI,preysOn,"","","",Alosa aestivalis,Uma inornata,FALSE,33.58,,,,,,,,1,,,,ComteOlden,,,,45,,,,,,,,1,,,,GlobTherm,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Electrona antarctica,Alosa alosa,TRUE,FALSE,GloBI,eats,"","","",Alosa alosa,Electrona antarctica;Platygobio gracilis,FALSE,30.73,,,,,,,,1,,,,ComteOlden,,,,31.24,,,,0.311126983722082,,,,2,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Abramis brama,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Abramis brama,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,30.32,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Acipenser naccarii,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Acipenser naccarii,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,33.83,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Acipenser sturio,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Acipenser sturio,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,32.52,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Alburnus alburnus,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Alburnus alburnus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,37.7,,,,,,,,1,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Alburnus arborella,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Alburnus arborella,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,35.64,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Anguilla anguilla,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Anguilla anguilla,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,35.12,0.933333333333333,,36.15,,1.57818461108537,,2.38809547547831,1,6,,6,ComteOlden,ThermoFresh,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Atherina boyeri,Alosa fallax,TRUE,FALSE,GloBI,eats;preysOn,"","","",Alosa fallax,Atherina boyeri,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,36.43,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Barbatula barbatula,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Barbatula barbatula,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,29.5285714285714,,,,3.17779997772243,,,,28,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Barbus barbus,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Barbus barbus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,29.2,,,,,,,,1,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Barbus caninus,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Barbus caninus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,32.7,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Barbus plebejus,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Barbus plebejus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,32.5,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Blicca bjoerkna,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Blicca bjoerkna,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,30.86,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Carassius carassius,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Carassius auratus;Carassius carassius,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,35.5365,4.814,,,3.96044063205093,4.83518148573557,,,40,5,,,ThermoFresh,ThermoFresh,,,TRUE,FALSE,FALSE,FALSE,TRUE
Carassius gibelio,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Carassius gibelio,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,36.1,,,,0.565685424949236,,,,2,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Chondrostoma nasus,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Chondrostoma nasus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,34.03,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Chondrostoma soetta,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Chondrostoma soetta,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,31.86,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Cobitis bilineata,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Cobitis bilineata,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,33.54,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Cobitis taenia,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Cobitis taenia,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,33.76,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Cottus gobio,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Cottus gobio,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,30.32,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Crangon crangon,Alosa fallax,TRUE,FALSE,GloBI,eats;preysOn,"","","",Alosa fallax,Crangon crangon,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,34.1133333333333,,,,1.77477027353106,,,,15,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Ctenopharyngodon idella,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Ctenopharyngodon idella,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,39.5,,36.95,39.3,0.565685424949236,,0.636396103067892,,2,,2,1,ThermoFresh,,ThermoFresh,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Cyprinus carpio,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Cyprinus carpio,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,33.5484745762712,9.06666666666667,,40.3714285714286,4.87378979268782,0.986576572463249,,1.51406107947498,59,3,,7,ThermoFresh,ThermoFresh,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Electrona antarctica,Alosa fallax,TRUE,FALSE,GloBI,eats,"","","",Alosa fallax,Electrona antarctica,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,31.24,,,,0.311126983722082,,,,2,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Esox lucius,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Esox lucius,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,28.98,,25.5,,,,2.90784379834192,,1,,19,,ComteOlden,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Gasterosteus aculeatus,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Gasterosteus aculeatus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,31.6655882352941,,,,1.63931099934841,,,,34,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Gobio gobio,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Gobio gobio,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,33.75,,,,4.17193000900063,,,,2,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Gymnocephalus cernua,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Gymnocephalus cernua,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,34.5,,,,,,,,1,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Hypophthalmichthys molitrix,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Hypophthalmichthys molitrix,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,36.27,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Hypophthalmichthys nobilis,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Hypophthalmichthys nobilis,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,37.92,,,38.8,,,,,1,,,1,ComteOlden,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Lepomis gibbosus,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Lepomis gibbosus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,33.8035,1.7,,,2.64155112924604,,,,20,1,,,ThermoFresh,GlobTherm,,,TRUE,FALSE,FALSE,FALSE,TRUE
Leucaspius delineatus,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Leucaspius delineatus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,34.3566666666667,,,,2.61653078203436,,,,3,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Leuciscus aspius,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Leuciscus aspius,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,34.92,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Leuciscus leuciscus,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Leuciscus leuciscus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,32.57,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Lota lota,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Lota lota,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,27.11875,3.3,,,2.86640744952051,,,,16,1,,,ThermoFresh,ThermoFresh,,,TRUE,FALSE,FALSE,FALSE,TRUE
Micropterus salmoides,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Micropterus salmoides,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,36.4,8.30333333333333,35.6,,3.07959690108474,2.62735246063046,,,42,15,1,,ThermoFresh,ThermoFresh,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Neogobius melanostomus,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Neogobius melanostomus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,33.726,,,,1.51039524400186,,,,30,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Oncorhynchus mykiss,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Oncorhynchus mykiss,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,28.6755405405405,0.733333333333333,,,1.50455030544732,1.10151410945722,,,74,3,,,ThermoFresh,ThermoFresh,,,TRUE,FALSE,FALSE,FALSE,TRUE
Padogobius bonelli,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Padogobius bonelli,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,31.74,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Parachondrostoma toxostoma,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Parachondrostoma toxostoma,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,34.17,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Perca fluviatilis,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Perca fluviatilis,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,28.6920833333333,,,,3.60894779217803,,,,24,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Phoxinus lumaireul,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Phoxinus lumaireul;Phoxinus phoxinus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,29.52,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Pomatoschistus microps,Alosa fallax,TRUE,FALSE,GloBI,eats;preysOn,"","","",Alosa fallax,Pomatoschistus microps,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,33.7272727272727,,,,0.807577747453346,,,,11,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Pomatoschistus minutus,Alosa fallax,TRUE,FALSE,GloBI,eats;preysOn,"","","",Alosa fallax,Pomatoschistus minutus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,28.4,,,,2.07364413533277,,,,5,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Ponticola kessleri,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Ponticola kessleri,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,34.03,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Pseudorasbora parva,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Pseudorasbora parva,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,38.515,,,,2.9579441058501,,,,4,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Rhodeus amarus,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Rhodeus amarus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,34.1,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Rutilus aula,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Rutilus aula,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,32.32,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Rutilus pigus,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Rutilus pigus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,33.59,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Rutilus rutilus,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Rutilus rutilus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,28.5058333333333,,30.168,,4.13573390434349,,1.76138297936593,,24,,5,,ThermoFresh,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Sabanejewia larvata,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Sabanejewia larvata,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,32.71,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Salariopsis fluviatilis,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Salariopsis fluviatilis,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,34.96,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Salmo labrax,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Salmo labrax,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,32.32,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Salmo marmoratus,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Salmo marmoratus,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,30.21,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Salmo salar,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Salmo salar,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,30.3326495726496,1,,,2.3513295553508,,,,117,1,,,ThermoFresh,GlobTherm,,,TRUE,FALSE,FALSE,FALSE,TRUE
Salmo trutta,Alosa fallax,TRUE,FALSE,GloBI,preysOn,"","","",Alosa fallax,Salmo trutta,FALSE,32.31,,,,,,,,1,,,,ComteOlden,,,,27.6830769230769,,,,2.23002142289232,,,,39,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
